capital_gain,capital_loss,hours_pw,gender,income_bracket,age,country_name,education,ethnicity,relationship_role,marital_relationship,marriage_status,work_class,occupation
0-9K,0-1K,30-39,M,<=50K,60-69,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Machine-op-inspct
0-9K,0-1K,30-39,M,>50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Local-gov,Other-service
0-9K,0-1K,40-49,M,>50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Local-gov,Other-service
0-9K,0-1K,40-49,M,<=50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Federal-gov,Sales
0-9K,0-1K,40-49,M,>50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Federal-gov,Sales
0-9K,0-1K,60-69,M,<=50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Federal-gov,Sales
0-9K,0-1K,30-39,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Farming-fishing
0-9K,0-1K,40-49,M,>50K,60-69,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Farming-fishing
0-9K,2-3K,60-69,M,>50K,60-69,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Farming-fishing
10-19K,0-1K,60-69,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Farming-fishing
0-9K,0-1K,70-79,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Farming-fishing
0-9K,0-1K,50-59,M,<=50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Private,Farming-fishing
0-9K,0-1K,50-59,M,>50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Private,Farming-fishing
0-9K,0-1K,50-59,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Private,Farming-fishing
0-9K,0-1K,60-69,M,<=50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Private,Farming-fishing
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Private,Farming-fishing
0-9K,0-1K,40-49,M,>50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Private,Farming-fishing
0-9K,0-1K,50-59,M,<=50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Private,Farming-fishing
0-9K,0-1K,60-69,M,<=50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Private,Farming-fishing
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Private,Farming-fishing
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Private,Farming-fishing
0-9K,0-1K,60-69,M,<=50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Private,Farming-fishing
0-9K,0-1K,40-49,M,>50K,20-29,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,50-59,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,40-49,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,40-49,M,>50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,30-39,M,<=50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,40-49,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,40-49,M,>50K,60-69,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,20-29,M,<=50K,20-29,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
10-19K,0-1K,40-49,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,40-49,M,>50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
10-19K,0-1K,40-49,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,50-59,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,40-49,M,>50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,40-49,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,30-39,M,>50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,30-39,M,<=50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,40-49,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,20-29,M,<=50K,60-69,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,40-49,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,1-2K,60-69,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,30-39,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,40-49,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,40-49,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,60-69,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
10-19K,0-1K,50-59,M,>50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
10-19K,0-1K,50-59,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,40-49,M,>50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,40-49,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,50-59,M,>50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,30-39,M,>50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,40-49,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Exec-managerial
0-9K,0-1K,0-9,M,>50K,60-69,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Private,Protective-serv
0-9K,0-1K,10-19,M,<=50K,70-79,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Private,Protective-serv
0-9K,0-1K,40-49,M,>50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Private,Protective-serv
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Private,Protective-serv
0-9K,0-1K,40-49,M,>50K,20-29,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Private,Protective-serv
0-9K,0-1K,40-49,M,>50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Private,Protective-serv
10-19K,0-1K,60-69,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Private,Protective-serv
0-9K,0-1K,40-49,M,>50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Federal-gov,Craft-repair
0-9K,1-2K,40-49,M,<=50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Federal-gov,Craft-repair
0-9K,0-1K,40-49,M,>50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Tech-support
0-9K,0-1K,40-49,M,>50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Tech-support
0-9K,0-1K,30-39,M,>50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Prof-specialty
0-9K,0-1K,60-69,M,>50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,60-69,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Prof-specialty
0-9K,0-1K,60-69,M,<=50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Prof-specialty
0-9K,0-1K,50-59,M,>50K,20-29,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Prof-specialty
0-9K,1-2K,40-49,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Prof-specialty
0-9K,0-1K,40-49,M,>50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Prof-specialty
0-9K,0-1K,50-59,M,>50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Prof-specialty
0-9K,0-1K,40-49,M,>50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Prof-specialty
0-9K,0-1K,60-69,M,<=50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Prof-specialty
0-9K,0-1K,60-69,M,>50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Prof-specialty
0-9K,0-1K,70-79,M,>50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Prof-specialty
0-9K,0-1K,60-69,M,<=50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Prof-specialty
0-9K,0-1K,40-49,M,>50K,60-69,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Prof-specialty
10-19K,0-1K,40-49,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Prof-specialty
0-9K,0-1K,50-59,M,>50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Prof-specialty
0-9K,0-1K,40-49,M,>50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Tech-support
0-9K,0-1K,20-29,M,<=50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Tech-support
0-9K,0-1K,30-39,M,<=50K,20-29,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Tech-support
0-9K,0-1K,60-69,M,<=50K,60-69,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Transport-moving
0-9K,0-1K,40-49,M,<=50K,60-69,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Transport-moving
0-9K,0-1K,40-49,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Transport-moving
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Tech-support
0-9K,0-1K,50-59,M,<=50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Federal-gov,Handlers-cleaners
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Federal-gov,Handlers-cleaners
0-9K,0-1K,40-49,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-inc,Adm-clerical
0-9K,0-1K,0-9,M,<=50K,60-69,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Adm-clerical
0-9K,0-1K,40-49,M,>50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Adm-clerical
0-9K,0-1K,70-79,M,>50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Machine-op-inspct
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Sales
0-9K,1-2K,60-69,M,>50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Federal-gov,Protective-serv
0-9K,0-1K,40-49,M,>50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Federal-gov,Protective-serv
0-9K,0-1K,60-69,M,<=50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Federal-gov,Protective-serv
0-9K,0-1K,50-59,M,>50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Federal-gov,Protective-serv
0-9K,0-1K,60-69,M,>50K,50-59,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Federal-gov,Protective-serv
0-9K,1-2K,40-49,M,>50K,30-39,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Federal-gov,Protective-serv
0-9K,0-1K,40-49,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,Local-gov,Sales
0-9K,0-1K,40-49,M,>50K,40-49,United-States,Bachelors,White,Husband,Married-civ-spouse,Married,State-gov,Farming-fishing
10-19K,0-1K,30-39,M,>50K,50-59,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,State-gov,Adm-clerical
0-9K,1-2K,40-49,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,State-gov,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,State-gov,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,State-gov,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,State-gov,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,State-gov,Adm-clerical
0-9K,2-3K,40-49,M,>50K,60-69,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,State-gov,Adm-clerical
0-9K,0-1K,30-39,M,>50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,State-gov,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,50-59,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,State-gov,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,State-gov,Adm-clerical
0-9K,0-1K,40-49,M,>50K,50-59,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,30-39,M,<=50K,50-59,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,70-79,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,30-39,M,<=50K,80-89,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,30-39,M,<=50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,50-59,M,>50K,60-69,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,60-69,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,60-69,M,<=50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,1-2K,40-49,M,>50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,50-59,M,<=50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,30-39,M,<=50K,50-59,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,2-3K,50-59,M,>50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
10-19K,0-1K,60-69,M,>50K,50-59,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,50-59,M,<=50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,50-59,M,<=50K,20-29,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,60-69,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,60-69,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,1-2K,50-59,M,>50K,50-59,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,30-39,M,<=50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,60-69,M,>50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,>50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,>50K,50-59,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,50-59,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,>50K,50-59,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,50-59,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,30-39,M,>50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,1-2K,60-69,M,>50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,20-29,M,<=50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,1-2K,40-49,M,>50K,50-59,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,90-99,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,50-59,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,20-29,M,<=50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,80-89,M,<=50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,70-79,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,70-79,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,1-2K,40-49,M,>50K,60-69,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,50-59,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,70-79,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,1-2K,50-59,M,>50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,50-59,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,10-19,M,<=50K,60-69,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,0-9,M,<=50K,70-79,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,20-29,M,<=50K,60-69,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,50-59,M,>50K,50-59,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,30-39,M,<=50K,50-59,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,>50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,50-59,M,>50K,50-59,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,>50K,50-59,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,50-59,M,<=50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,50-59,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,0-9,M,<=50K,50-59,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,60-69,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,50-59,M,<=50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,30-39,M,<=50K,50-59,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,50-59,M,>50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,50-59,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,>50K,60-69,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,10-19,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,>50K,60-69,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,50-59,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,50-59,M,<=50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,60-69,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,10-19,M,>50K,60-69,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Private,Handlers-cleaners
0-9K,0-1K,50-59,M,<=50K,20-29,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Private,Handlers-cleaners
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Private,Handlers-cleaners
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Private,Handlers-cleaners
0-9K,1-2K,40-49,M,<=50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Private,Handlers-cleaners
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Private,Handlers-cleaners
0-9K,0-1K,40-49,M,>50K,50-59,United-States,HS-grad,White,Husband,Married-civ-spouse,Married,Private,Handlers-cleaners
